concept_id,source_code,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,record_count,category,notes
2100000291,CPATH_Q2,C-PATH Q2,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q2,2020-01-01,2099-12-31,,27766,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000292,CPATH_Q3,C-PATH Q3,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q3,2020-01-01,2099-12-31,,27765,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000293,CPATH_Q4,C-PATH Q4,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q4,2020-01-01,2099-12-31,,27764,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000294,CPATH_Q5,C-PATH Q5,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q5,2020-01-01,2099-12-31,,27763,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000295,CPATH_Q6,C-PATH Q6,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q6,2020-01-01,2099-12-31,,27759,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000296,CPATH_Q7,C-PATH Q7,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q7,2020-01-01,2099-12-31,,27756,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000297,CPATH_Q8,C-PATH Q8,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q8,2020-01-01,2099-12-31,,27749,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000298,CPATH_Q9,C-PATH Q9,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q9,2020-01-01,2099-12-31,,27745,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000299,CPATH_Q10,C-PATH Q10,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q10,2020-01-01,2099-12-31,,27739,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000300,WALKING,Walking exercise frequency,Observation,A4_LEARN,Clinical Observation,S,A4_WALKING,2020-01-01,2099-12-31,,14040,Lifestyle,Walking exercise frequency (no standard SNOMED equivalent)
2100000301,SLEEP,Sleep duration hours,Observation,A4_LEARN,Clinical Observation,S,A4_SLEEP,2020-01-01,2099-12-31,,14065,Lifestyle,Self-reported sleep duration in hours
2100000302,CPATH_Q13,C-PATH Q13,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q13,2020-01-01,2099-12-31,,27713,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000303,CPATH_Q14,C-PATH Q14,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q14,2020-01-01,2099-12-31,,27700,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000304,CPATH_Q15,C-PATH Q15,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q15,2020-01-01,2099-12-31,,27686,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000305,CPATH_Q16,C-PATH Q16,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q16,2020-01-01,2099-12-31,,27663,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000306,CPATH_Q17,C-PATH Q17,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q17,2020-01-01,2099-12-31,,27635,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000307,CPATH_Q18,C-PATH Q18,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q18,2020-01-01,2099-12-31,,27599,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000308,CPATH_Q19,C-PATH Q19,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q19,2020-01-01,2099-12-31,,27561,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000309,CPATH_Q20,C-PATH Q20,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q20,2020-01-01,2099-12-31,,27525,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000310,CPATH_Q21,C-PATH Q21,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q21,2020-01-01,2099-12-31,,27467,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000311,CPATH_Q22,C-PATH Q22,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q22,2020-01-01,2099-12-31,,27404,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000312,CPATH_Q23,C-PATH Q23,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q23,2020-01-01,2099-12-31,,27345,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000313,CPATH_Q24,C-PATH Q24,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q24,2020-01-01,2099-12-31,,27260,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000314,CPATH_Q25,C-PATH Q25,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q25,2020-01-01,2099-12-31,,27173,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000315,CPATH_Q26,C-PATH Q26,Measurement,A4_LEARN,Clinical Test,S,A4_CPATH_Q26,2020-01-01,2099-12-31,,27066,CogState,Questionnaire item. Domain follows the table the ETL writes to (MEASUREMENT); placement is under review separately.
2100000400,TX,Treatment assignment,Observation,A4_LEARN,Clinical Observation,S,A4_TX,2020-01-01,2099-12-31,,1169,Treatment Arm,Declared in concept_maps/observation_adqs.py
2100000401,TX_PLACEBO,Placebo treatment arm,Meas Value,A4_LEARN,Answer,S,A4_TX_PLACEBO,2020-01-01,2099-12-31,,591,Treatment Arm,Answer concept for treatment assignment. Concept id previously held a retired HMT71 mapping; HMT71 now maps to LOINC 40761509
2100000402,TX_SOLANEZUMAB,Solanezumab,Meas Value,A4_LEARN,Answer,S,A4_TX_SOLANEZUMAB,2020-01-01,2099-12-31,,578,Treatment Arm,Answer concept for treatment assignment
2100000500,ROCHE:,Roche biomarker panel category marker,Measurement,A4_LEARN,Lab Test,S,A4_ROCHE_MARKER,2020-01-01,2099-12-31,,0,AD Biomarker,Roche biomarker panel category marker (metadata concept for panel grouping)
2100000501,SRT20477,Anti-Solanezumab Antibody Level,Measurement,A4_LEARN,Lab Test,S,A4_ANTI_LY2062430,2020-01-01,2099-12-31,,8406,Drug Immunogenicity,Clinical trial drug anti-drug antibody level
2100000502,SRT16102,Solanezumab Plasma Concentration,Measurement,A4_LEARN,Lab Test,S,A4_LY2062430_PK,2020-01-01,2099-12-31,,2023,Drug PK,Clinical trial drug plasma pharmacokinetics
2100000503,SRT21423,Anti-Solanezumab Neutralizing Antibody,Measurement,A4_LEARN,Lab Test,S,A4_ANTI_LY2062430_NAB,2020-01-01,2099-12-31,,693,Drug Immunogenicity,Neutralizing antibody against clinical trial drug
2100000504,SRT20478,Anti-Solanezumab Antibody Titer,Measurement,A4_LEARN,Lab Test,S,A4_ANTI_LY2062430_TITER,2020-01-01,2099-12-31,,691,Drug Immunogenicity,Antibody titer against clinical trial drug
2100000505,ORT13169,Solanezumab CSF Concentration,Measurement,A4_LEARN,Lab Test,S,A4_LY2062430_CSF_PK,2020-01-01,2099-12-31,,150,Drug PK,Clinical trial drug CSF pharmacokinetics
2100000510,FP40/TP40,Free/Total Plasma Abeta-40 Ratio,Measurement,A4_LEARN,Lab Test,S,A4_ABETA40_RATIO,2020-01-01,2099-12-31,,3084,AD Biomarker,Free to total plasma Abeta-40 ratio
2100000511,FP42/FP40,Free Plasma Abeta-42/40 Ratio,Measurement,A4_LEARN,Lab Test,S,A4_ABETA_FP_RATIO,2020-01-01,2099-12-31,,2897,AD Biomarker,Free plasma Abeta-42 to Abeta-40 ratio
2100000512,FP42/TP42,Free/Total Plasma Abeta-42 Ratio,Measurement,A4_LEARN,Lab Test,S,A4_ABETA42_RATIO,2020-01-01,2099-12-31,,2862,AD Biomarker,Free to total plasma Abeta-42 ratio
2100000520,SRT15753,CSF Modified Abeta-40,Measurement,A4_LEARN,Lab Test,S,A4_CSF_ABETA40_MOD,2020-01-01,2099-12-31,,388,CSF Biomarker,CSF amyloid beta-40 modified assay
2100000521,SRT15754,CSF Modified Abeta-42,Measurement,A4_LEARN,Lab Test,S,A4_CSF_ABETA42_MOD,2020-01-01,2099-12-31,,387,CSF Biomarker,CSF amyloid beta-42 modified assay
2100000524,SRT18142,CSF Free Abeta-40,Measurement,A4_LEARN,Lab Test,S,A4_CSF_ABETA40_FREE,2020-01-01,2099-12-31,,385,CSF Biomarker,CSF free amyloid beta-40
2100000525,SRT18047,CSF Free Abeta-42,Measurement,A4_LEARN,Lab Test,S,A4_CSF_ABETA42_FREE,2020-01-01,2099-12-31,,385,CSF Biomarker,CSF free amyloid beta-42
2100000530,ORT11360,Hepatitis E IgG/IgM Interpretation,Measurement,A4_LEARN,Lab Test,S,A4_HEPE_INTERP,2020-01-01,2099-12-31,,13,Infectious Disease,Qualitative interpretation of Hep E serology
2100000531,GET1881,HCV RNA Viral Load,Measurement,A4_LEARN,Lab Test,S,A4_HCV_RNA,2020-01-01,2099-12-31,,1,Infectious Disease,Hepatitis C virus RNA quantitative
